Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long,geometry
2144,1998.12.24,1998,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,08:30,Unknown,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2145,1998.12.22,1998,Unprovoked,Australia,South Australia,Middleton Beach,Standing,F,21,2 puncture wounds in left leg,N,15:30,Unknown,,,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2146,1998.12.20,1998,Unprovoked,South Africa,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,M,18,Leg bitten,N,17:00,Possibly white shark,,white shark,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2147,1998.12.18,1998,Unprovoked,South Africa,Eastern Cape Province,Kei River Mouth,Splashing,M,14,Right leg bitten,N,17:00,Unknown,,,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2148,1998.12.15,1998,Unprovoked,Australia,South Australia,Middleton Beach,Surfing,F,21,Leg injured,N,18:30,Unknown,,,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2149,1998.11.21,1998,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,9,FATAL,Y,14:00,Tiger shark,FATAL,tiger shark,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2150,1998.11.14,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Right foot bitten,N,08:45,shark,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2151,1998.11.11,1998,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Walking,M,13,Survived,N,17:00,small shark,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2152,1998.11.05,1998,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,32,No injury,N,17:00,"White shark,   ",,white shark,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2153,1998.11.02,1998,Provoked,Japan,Southern Japan,460 miles off Iwakuni,Fishing,M,52,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,17:00, shark,,,Nov,JP,AS,36.5748441,139.2394179,POINT (139.2394179 36.5748441)
2154,1998.11.02,1998,Unprovoked,Brazil,Pernambuco," Boa Viagem Beach, Recife",Surfing,M,22,"FATAL, left forearm severed  ",Y,19:30,Though involve white shark,FATAL,white shark,Nov,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2155,1998.10.24,1998,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,17,Minor lacerations on right ankle & foot,N,18:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2156,1998.10.18,1998,Unprovoked,South Africa,Eastern Cape Province,Glengariff,Surfing,M,30,"No injury, surfboard bitten",N,18:30,Unknown,,,Oct,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2157,1998.10.10,1998,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,M,,Right hand bitten,N,18:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2158,1998.10.04,1998,Unprovoked,Brazil,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,17,Right leg bitten,N,18:30,Unknown,,,Oct,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2159,1998.10.01,1998,Unprovoked,Reunion,Saint-Benoît,,Diving,Unknown,,Survived,N,18:30,Unknown,,,Oct,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2160,1998.10.01,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,M,28,2 one-inch lacerations in left foot,N,14:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2161,1998.09.27,1998,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,6,Puncture wounds to leg,N,14:30,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2162,1998.09.22,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left arm lacerated,N,15:35,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2163,1998.09.16,1998,Unprovoked,South Africa,Eastern Cape Province,Kowie River,Fishing/,M,,Laceration to right foot,N,07:30,Unknown,,,Sep,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2164,1998.09.14,1998,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,28,Right foot bitten,N,07:30,shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2165,1998.09.00,1998,Provoked,Senegal,Cap Vert Peninsula,Yoff Island,Spearfishing,M,25,Bitten by harpooned shark PROVOKED INCIDENT,N,07:30,shark,,,Sep,SN,AF,14.4750607,-14.4529612,POINT (-14.4529612 14.4750607)
2166,1998.08.30,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,26,Toes lacerated,N,20:15, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2167,1998.08.27,1998,Invalid,Italy,Marches region,12 miles off Senigallia (Adriatic Sea),Fishing,Unknown,,"No injury; no attack, shark ate the bait hanging over the side of the boat",Unknown,20:15,Invalid,,,Aug,IT,EU,42.6384261,12.674297,POINT (12.674297 42.6384261)
2168,1998.08.26,1998,Unprovoked,USA,California,"Stinson Beach, Marin County",Boogie,M,16,"Thigh, buttocks & lower back lacerated",N,14:16,"White shark,  ",,white shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2169,1998.08.23,1998,Unprovoked,USA,Virginia,Virginia Beach,Spearfishing,M,,Lacerations to left hand,N,14:16,"Dusky shark, ",,dusky shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2170,1998.08.15,1998,Unprovoked,Bahamas,Berry Islands,Ambergris Cay,Spearfishing,M,28,Calf bitten,N,16:30,"Caribbean reef shark,  ",,caribbean reef shark,Aug,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
2171,1998.08.13,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,11,Left calf injured,N,16:30, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2172,1998.08.12,1998,Provoked,South Africa,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Moving,M,,Lacerations to right shin  PROVOKED INCIDENT,N,16:30,"Sandtiger shark,,ale ",,tiger shark,Aug,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2173,1998.08.01,1998,Unprovoked,South Africa,Western Cape Province,"Buffalo Bay, near Knysna",Surfing(or),M,19,Legs bitten,N,16:30,"White shark, ",,white shark,Aug,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2174,1998.08.01,1998,Unprovoked,South Africa,Western Cape Province,Pringle Bay,Spearfishing,M,24,Leg bitten,N,13:00,"White shark, ",,white shark,Aug,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2175,1998.07.26,1998,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Lacerations to left foot,N,17:30,Unknown,,,Jul,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2176,1998.07.25,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,13,Calf bitten,N,P.M.,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2177,1998.07.06,1998,Unprovoked,South Africa,Western Cape Province,Plettenberg Bay,Wading,M,47,Right leg bitten,N,P.M.,"Raggedoth shark, ",,raggedoth shark,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2178,1998.07.11,1998,Unprovoked,South Africa,Eastern Cape Province,St. Francis Bay,Surfing,M,16,Knee bitten,N,08:30, shark,,,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2179,1998.07.06,1998,Unprovoked,South Africa,Western Cape Province,Plettenberg Bay,Surfing,M,10,Right leg bitten,N,08:30,"Raggedoth shark, ",,raggedoth shark,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2180,1998.06.28,1998,Unprovoked,Australia,South Australia,South Neptune Island,Free,M,26,"FATAL, left thigh and lower leg severely injured  ",Y,14:00,Thought involve white shark named Kong,FATAL,white shark,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2181,1998.06.22,1998,Unprovoked,South Africa,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Surfing,M,20,"FATAL, hands & calf bitten  ",Y,09:55,White shark,FATAL,white shark,Jun,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2182,1998.06.08,1998,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,18,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,18:00,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2183,1998.06.05,1998,Unprovoked,South Africa,Eastern Cape Province,Jeffrey's Bay,Surfing,M,,Survived,N,18:00,Unknown,,,Jun,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2184,1998.05.30,1998,Unprovoked,South Africa,Eastern Cape Province,Pollock Beach,Surfing,M,17,Minor laceration on foot,N,18:00,Unknown,,,May,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2185,1998.05.29,1998,Unprovoked,South Africa,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Surfing,M,15,Right shoulder & arm bitten,N,2 :ours after Opperman, white shark,,white shark,May,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2186,1998.05.29,1998,Unprovoked,South Africa,Eastern Cape Province,Jeffreys Bay,Surfing,M,16,Leg bitten,N,18:00,Unidentified,,,May,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2187,1998.05.25,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,4 lacerations on the sole of his right foot,N,11:10,"Lemon shark, , identified  by the surfer",,lemon shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2188,1998.05.16,1998,Unprovoked,USA,Florida,"Pecks Lake, Martin County",Swimming,F,14,Ankle & foot bitten,N,14:30,"shark, possibly blacktip",,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2189,1998.05.16,1998,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Swimming/,M,24,Left arm & wrist lacerated,N,15:00,Unknown,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2190,1998.05.16,1998,Unprovoked,South Africa,Western Cape Province,Keurbooms,Surfing,M,22,"Lower legs bitten, foot severed",N,14:45,white shark,,white shark,May,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2191,1998.04.26,1998,Unprovoked,Mozambique,Gaza,"Bilene Bay, 180 km north of Maputo",Towing,F,35,"FATAL, torso & abdomen bitten, forearm severed ",Y,15:05,shark,FATAL,,Apr,MZ,AF,-19.302233,34.9144977,POINT (34.9144977 -19.302233)
2192,1998.04.21,1998,Unprovoked,USA,Oregon,Gleneden Beach,Surfing(lying),M,50,Right thigh bitten,N,09:30 , white shark,,white shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2193,1998.04.17,1998,Provoked,USA,Florida,"Marathon, Monroe County",Diving,M,16,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N,09:30 ,"Nurse shark, ",,nurse shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2194,1998.04.01,1998,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Swimming,M,,FATAL,Y,09:30 ,Unknown,FATAL,,Apr,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2195,1998.04.00,1998,Unprovoked,New Caledonia,Unknown,Île de Sable,Unknown,Unknown,,Calf bitten,N,09:30 ,Unknown,,,Apr,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
2196,1998.03.31,1998,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,40,Heel lacerated,N,15:30,Unknown,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2197,1998.03.15,1998,Unprovoked,South Africa,Western Cape Province,Saldanha Bay,Snorkeling–,M,33,Lower leg lacerated,N,17:30,white shark,,white shark,Mar,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2198,1998.03.08,1998,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,32,6 puncture wounds to right calf,N,08:30, spinner shark,,spinner shark,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2199,1998.02.23,1998,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,,Hands bitten,N,09:35,Spinner shark,,spinner shark,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2200,1998.01.28 ,1998,Invalid,Australia,New South Wales,Whale Beach,Spearfishing,M,31,"Missing, thought to have been taken by a shark",Unknown,20:00,Shark involvement not confirmed,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2201,1998.01.28,1998,Unprovoked,New Caledonia,South Province,l'Anse-Vata,Surfing,M,,"No injury, board bumped & fin damaged",N,20:00,shark,,,Jan,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
2202,1998.01.25,1998,Unprovoked,Reunion,Grand'Anse,,Bathing,M,,FATAL,Y,Mid afternoon,Unknown,FATAL,,Jan,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2203,1998.01.25,1998,Unprovoked,South Africa,Eastern Cape Province,East London,Surfing,M,21,Calf & foot lacerated,N,Mid afternoon,Unknown,,,Jan,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2204,1998.01.17,1998,Unprovoked,Australia,South Australia,Middleton Beach,Surfing,M,,20 punctures in right foot,N,18:30,Unknown,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2205,1998.01.14,1998,Unprovoked,Mozambique,Maputo Province,Ponta do Ouro,Surfing,M,23,Leg bitten,N,13:15,Small dusky shark or blackfin shark,,dusky shark,Jan,MZ,AF,-19.302233,34.9144977,POINT (34.9144977 -19.302233)
2206,1998.00.00,1998,Unprovoked,South Africa,Eastern Cape Province,Hole-in-the Wall,Surfing,M,28,FATAL,Y,13:15,Unknown,FATAL,,,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2207,1998.00.00,1998,Unprovoked,Reunion,Beaufonds,,Diving,Unknown,,FATAL,Y,13:15,Unknown,FATAL,,,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2208,1998.00.00,1998,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Spearfishing&,M,,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N,13:15,sandtiger shark,,tiger shark,,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2209,1997.12.28,1997,Unprovoked,South Africa,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Spearfishing,M,39,FATAL,Y,14:00,White shark,FATAL,white shark,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2210,1997.12.28,1997,Unprovoked,South Africa,Eastern Cape Province,St. Francis Bay,Sitting,M,,Calf bitten,N,14:00,Unknown,,,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2211,1997.12.25,1997,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Unknown,F,29,"Ankle bitten, but shark involvement unconfirmed",Unknown,14:00,Shark involvement not confirmed,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2212,1997.12.25,1997,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,8,Left leg gashed knee to ankle,N,14:00,Unknown,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2213,1997.11.09,1997,Unprovoked,Australia,Western Australia,Albany,Diving(submerged),M,42,Left arm lacerated when shark grabbed scooter,N,08:30,White shark,,white shark,Nov,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2214,1997.11.05,1997,Unprovoked,USA,Florida,,Swimming,M,32,Thigh bitten,N,Mid morning,Unknown,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2215,1997.11.05,1997,Invalid,Australia,New South Wales,Botany Bay?,Unknown,M,21,5 m white shark obsrved feeding on remains 6 days later,Unknown,Mid morning,Shark involvement prior death suspected but not confirmed,,,Nov,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2216,1997.10.28,1997,Unprovoked,Australia,Western Australia,"Cottesloe Beach, Perth",Surfing,M,51,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N,Mid morning,white shark,,white shark,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2217,1997.10.28,1997,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Surfing,M,19,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N,07:20,"Tiger shark,  ",,tiger shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2218,1997.10.24,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,23,"5"" gash in foot",N,17:15,Possibly blacktip shark,,blacktip shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2219,1997.10.21,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,12,Left foot bitten,N,18:00, shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2220,1997.10.11,1997,Boat,South Africa,Eastern Cape Province,Off Port Alfred,Fishingat,Unknown,,"No injury, hooked shark bit their 4.8 m inflatable boat",N,18:00,Soupfin shark,,,Oct,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2221,1997.10.04,1997,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,14,Laceration & 3 puncture wounds to anterior right thigh,N,08:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2222,1997.09.16,1997,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Swimming,M,20,FATAL,Y,08:30,Unknown,FATAL,,Sep,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2223,1997.09.09,1997,Unprovoked,USA,Florida,Volusia County  ,Surfing,M,12,Laceration to right foot,N,17:15,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2224,1997.09.08,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unknown,17,2 small lacerations to bottom of foot,N,20:00,small blacktip shark,,blacktip shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2225,1997.09.06,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Lacerations to lower left leg,N,15:20,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2226,1997.08.30,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Lacerations on right ankle & heel,N,13:00,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2227,1997.08.27,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking/,M,22,"2"" laceration on left heel",N,11:20,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2228,1997.08.24,1997,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing(sitting),M,29,Leg & hand bitten,N,12:30, white shark,,white shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2229,1997.08.14,1997,Invalid,Mexico,Quintana Roo,"Santa Rosa, Cozumel",SCUBA,M,28,FATAL,Unknown,12:30,Shark involvement prior death was not confirmed,FATAL,,Aug,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
2230,1997.08.14,1997,Unprovoked,Mexico,Quintana Roo,"Santa Rosa, Cozumel",SCUBA,M,33,"FATAL, arm & leg severed ",Y,12:30,"Tiger shark, ",FATAL,tiger shark,Aug,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
2231,1997.08.11,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,F,12,Small lacerations on right lower leg,N,14:16,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2232,1997.08.11,1997,Unprovoked,Egypt,Red Sea,Safaga,Fishing,M,17,Seriously injured,N,14:16,Unknown,,,Aug,EG,AF,26.2540493,29.2675469,POINT (29.2675469 26.2540493)
2233,1997.08.11,1997,Unprovoked,Egypt,Red Sea,Safaga,Fishing,M,16,FATAL,Y,14:16,Thought involve an oceanic whitetip shark or white shark,FATAL,white shark,Aug,EG,AF,26.2540493,29.2675469,POINT (29.2675469 26.2540493)
2234,1997.08.10,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie,M,17,Lacerations to foot,N,11:48,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2235,1997.08.09,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Lacerations to right foot,N,17:15,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2236,1997.08.05,1997,Unprovoked,USA,Texas,"East Beach, Galveston",Wading,F,10,Wrist & am bitten,N,17:15,shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2237,1997.08.04,1997,Unprovoked,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Wade,M,,Left forearm & wrist bitten,N,17:15,shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2238,1997.08.02,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Top of left foot bitten,N,15:45,juvenile shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2239,1997.08.02,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading/,M,19,Top of left foot bitten,N,09:15,juvenile shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2240,1997.07.27,1997,Unprovoked,Australia,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,M,19,Leg lacerated,N,14:25,Unknown,,,Jul,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2241,1997.07.21,1997,Unprovoked,South Africa,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,M,25,FATAL,Y,12:45,white shark,FATAL,white shark,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2242,1997.07.17,1997,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Survived,N,12:45,Unknown,,,Jul,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2243,1997.07.14,1997,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,50,Left calf bitten,N,21:30,Blacktip shark,,blacktip shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2244,1997.07.12,1997,Unprovoked,Japan,Miyako,Hirara,Fishing,M,55,"FATAL, legs severed  ",Y,21:30,White shark,FATAL,white shark,Jul,JP,AS,36.5748441,139.2394179,POINT (139.2394179 36.5748441)
2245,1997.07.02,1997,Unprovoked,Brazil,Pernambuco,Paiva,Surfing,Unknown,,Right thigh bitten,N,21:30,Unknown,,,Jul,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2246,1997.06.24,1997,Unprovoked,USA,Hawaii,"Sunset Beach, Oahu",Spearfishing/,M,,Leg bitten just above ankle,N,23:00,shark,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2247,1997.06.15,1997,Unprovoked,Fiji,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,F,47,"Bitten on inner thigh, leg surgically amputated",N,14:30,"Tiger shark,   ",,tiger shark,Jun,FJ,OC,-18.1239696,179.0122737,POINT (179.0122737 -18.1239696)
2248,1997.06.09,1997,Unprovoked,USA,Florida, Palm Beach County,Surfing,M,18,Laceration to left upper arm,N,18:00,Possibly spinner shark,,spinner shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2249,1997.06.07,1997,Unprovoked,Brazil,Rio de Janeiro,"Copacabana, Rio de Janeiro",Bathing,M,,Unknown,Unknown,18:00,Unknown,,,Jun,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2250,1997.06.02,1997,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County","Surfing,",M,33,4 lacerations above left ankle,N,10:25,shark (spinner shark?),,spinner shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2251,1997.05.31,1997,Unprovoked,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,Spearfishing,M,35,Right thigh punctured,N,08:30, shark,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2252,1997.05.31,1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,34,Left elbow bitten,N,11:00,Possibly sand shark,,sand shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2253,1997.05.31,1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,12,Left ankle bitten,N,11:00,Possibly sand shark,,sand shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2254,1997.05.26,1997,Unprovoked,Bahamas,Abaco Islands,Powell Cay,Spearfishing,M,54,Right arm bitten,N,11:00,Possibly Caribbean reef shark,,caribbean reef shark,May,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
2255,1997.05.17,1997,Unprovoked,Bahamas,Abaco Islands,Walkers Cay,Spearfishing,M,,Leg bitten,N,08:30,Unknown,,,May,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
2256,1997.04.20,1997,Unprovoked,Brazil,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",Surfing,M,22,Lower left leg & ankle bitten,N,08:30,  white shark,,white shark,Apr,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2257,1997.02.28,1997,Unprovoked,Australia,Queensland,"Carrara, Nerang River",Swimming,F,21,Left leg biten,N,08:30,small shark,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2258,1997.02.28,1997,Unprovoked,Australia,Queensland,Whitsunday Passage,Diving,M, 30,Left arm bitten,N,12:00,"Tiger shark,  ",,tiger shark,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2259,1997.02.21,1997,Unprovoked,USA,Hawaii,"Sunset Beach, O'ahu",Unknown,M,,No details,Unknown,12:00,Unknown,,,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
